dataset_id,canonical_smiles,murcko_scaffold,scaffold_key,split
D3R_012039,COCCOCCOc1ccc(N(c2ccccc2)c2ccccc2)cc1,c1ccc(N(c2ccccc2)c2ccccc2)cc1,c1ccc(N(c2ccccc2)c2ccccc2)cc1,train
D3R_012040,COCCOCCOc1ccc(N(c2ccccc2C)c2ccccc2C)c2c1C(C)(C)CCC2(C)C,c1ccc(N(c2ccccc2)c2cccc3c2CCCC3)cc1,c1ccc(N(c2ccccc2)c2cccc3c2CCCC3)cc1,train
D3R_012041,COCCOCCOc1ccc(N(c2ccccc2C)c2ccccc2C)cc1,c1ccc(N(c2ccccc2)c2ccccc2)cc1,c1ccc(N(c2ccccc2)c2ccccc2)cc1,train
D3R_012042,COCCOCCOc1ccc(N(c2ccccc2COC)c2ccccc2COC)cc1,c1ccc(N(c2ccccc2)c2ccccc2)cc1,c1ccc(N(c2ccccc2)c2ccccc2)cc1,train
D3R_012043,COCCOCCOc1ccc(N)c2c1C(C)(C)CCC2(C)C,c1ccc2c(c1)CCCC2,c1ccc2c(c1)CCCC2,train
D3R_012044,COCCOCCOc1ccc(N)cc1,c1ccccc1,c1ccccc1,train
D3R_012045,COCCOCCOc1ccc(NC(C)=O)cc1,c1ccccc1,c1ccccc1,train
D3R_012046,COCCOCCOc1ccc(O)c2c1C(C)(C)CCC2(C)C,c1ccc2c(c1)CCCC2,c1ccc2c(c1)CCCC2,train
D3R_012047,COCCOCCOc1ccc(O)cc1,c1ccccc1,c1ccccc1,train
D3R_012048,COCCOCCOc1ccc(OC)c2c1C(C)(C)CCC2(C)C,c1ccc2c(c1)CCCC2,c1ccc2c(c1)CCCC2,train
D3R_012049,COCCOCCOc1ccc(OC)cc1,c1ccccc1,c1ccccc1,train
D3R_012050,COCCOCCOc1ccc(OCCOC)c2c1C(C)(C)CCC2(C)C,c1ccc2c(c1)CCCC2,c1ccc2c(c1)CCCC2,train
D3R_012051,COCCOCCOc1ccc(OCCOCCOC)c2c1C(C)(C)CCC2(C)C,c1ccc2c(c1)CCCC2,c1ccc2c(c1)CCCC2,train
D3R_012052,COCCOCCOc1ccc(OCCOCCOC)cc1,c1ccccc1,c1ccccc1,train
D3R_012053,COCCOCCOc1ccc2c(c1)SC1C=CC(C)=CC1N2,C1=CC2Nc3ccccc3SC2C=C1,C1=CC2Nc3ccccc3SC2C=C1,train
D3R_012054,COCCOCCOc1ccc2c(c1)SC1C=CC(C)=CC1S2,C1=CC2Sc3ccccc3SC2C=C1,C1=CC2Sc3ccccc3SC2C=C1,train
D3R_012055,COCCOCCOc1ccc2c(c1)SC1C=CC(CC(F)(F)F)=CC1N2,C1=CC2Nc3ccccc3SC2C=C1,C1=CC2Nc3ccccc3SC2C=C1,train
D3R_012056,COCCOCCOc1ccc2c(c1)SC1C=CC(CC(F)(F)F)=CC1S2,C1=CC2Sc3ccccc3SC2C=C1,C1=CC2Sc3ccccc3SC2C=C1,train
D3R_012057,COCCOCCOc1ccc2c(c1)SC1C=CC(N(c3ccc(C(F)(F)F)cc3)c3ccc(C(F)(F)F)cc3)=CC1N2,C1=CC2Sc3ccccc3NC2C=C1N(c1ccccc1)c1ccccc1,C1=CC2Sc3ccccc3NC2C=C1N(c1ccccc1)c1ccccc1,train
D3R_012058,COCCOCCOc1ccc2c(c1)SC1C=CC(N(c3ccc(C(F)(F)F)cc3COC)c3ccc(C(F)(F)F)cc3COC)=CC1S2,C1=CC2Sc3ccccc3SC2C=C1N(c1ccccc1)c1ccccc1,C1=CC2Sc3ccccc3SC2C=C1N(c1ccccc1)c1ccccc1,train
D3R_012059,COCCOCCOc1ccc2c(c1)SC1C=CC(N(c3ccc(OC)cc3)c3ccc(OC)cc3)=CC1S2,C1=CC2Sc3ccccc3SC2C=C1N(c1ccccc1)c1ccccc1,C1=CC2Sc3ccccc3SC2C=C1N(c1ccccc1)c1ccccc1,train
D3R_012060,COCCOCCOc1ccc2c(c1)SC1C=CC(N(c3ccc(OC)cc3C)c3ccc(OC)cc3C)=CC1N2,C1=CC2Sc3ccccc3NC2C=C1N(c1ccccc1)c1ccccc1,C1=CC2Sc3ccccc3NC2C=C1N(c1ccccc1)c1ccccc1,train
D3R_012061,COCCOCCOc1ccc2c(c1)SC1C=CC(N(c3ccc(OC)cc3C)c3ccc(OC)cc3C)=CC1S2,C1=CC2Sc3ccccc3SC2C=C1N(c1ccccc1)c1ccccc1,C1=CC2Sc3ccccc3SC2C=C1N(c1ccccc1)c1ccccc1,train
D3R_012062,COCCOCCOc1ccc2c(c1)SC1C=CC(N(c3ccc(OC)cc3COC)c3ccc(OC)cc3COC)=CC1N2,C1=CC2Sc3ccccc3NC2C=C1N(c1ccccc1)c1ccccc1,C1=CC2Sc3ccccc3NC2C=C1N(c1ccccc1)c1ccccc1,train
D3R_012063,COCCOCCOc1ccc2c(c1)SC1C=CC(N(c3ccccc3)c3ccccc3)=CC1N2,C1=CC2Sc3ccccc3NC2C=C1N(c1ccccc1)c1ccccc1,C1=CC2Sc3ccccc3NC2C=C1N(c1ccccc1)c1ccccc1,train
D3R_012064,COCCOCCOc1ccc2c(c1)SC1C=CC(N(c3ccccc3C)c3ccccc3C)=CC1N2,C1=CC2Sc3ccccc3NC2C=C1N(c1ccccc1)c1ccccc1,C1=CC2Sc3ccccc3NC2C=C1N(c1ccccc1)c1ccccc1,train
D3R_012065,COCCOCCOc1ccc2c(c1)SC1C=CC(N(c3ccccc3COC)c3ccccc3COC)=CC1N2,C1=CC2Sc3ccccc3NC2C=C1N(c1ccccc1)c1ccccc1,C1=CC2Sc3ccccc3NC2C=C1N(c1ccccc1)c1ccccc1,train
D3R_012066,COCCOCCOc1ccc2c(c1)SC1C=CC(N)=CC1N2,C1=CC2Nc3ccccc3SC2C=C1,C1=CC2Nc3ccccc3SC2C=C1,train
D3R_012067,COCCOCCOc1ccc2c(c1)SC1C=CC(N)=CC1S2,C1=CC2Sc3ccccc3SC2C=C1,C1=CC2Sc3ccccc3SC2C=C1,train
D3R_012068,COCCOCCOc1ccc2c(c1)SC1C=CC(NC(C)=O)=CC1N2,C1=CC2Nc3ccccc3SC2C=C1,C1=CC2Nc3ccccc3SC2C=C1,train
D3R_012069,COCCOCCOc1ccc2c(c1)SC1C=CC(NC(C)=O)=CC1S2,C1=CC2Sc3ccccc3SC2C=C1,C1=CC2Sc3ccccc3SC2C=C1,train
D3R_012070,COCCOCCOc1ccc2c(c1)SC1C=CC(O)=CC1N2,C1=CC2Nc3ccccc3SC2C=C1,C1=CC2Nc3ccccc3SC2C=C1,train
D3R_012071,COCCOCCOc1ccc2c(c1)SC1C=CC(O)=CC1S2,C1=CC2Sc3ccccc3SC2C=C1,C1=CC2Sc3ccccc3SC2C=C1,train
D3R_012072,COCCOCCOc1ccc2c(c1)SC1C=CC(OC)=CC1N2,C1=CC2Nc3ccccc3SC2C=C1,C1=CC2Nc3ccccc3SC2C=C1,train
D3R_012073,COCCOCCOc1ccc2c(c1)SC1C=CC(OC)=CC1S2,C1=CC2Sc3ccccc3SC2C=C1,C1=CC2Sc3ccccc3SC2C=C1,train
D3R_012074,COCCOCCOc1ccc2c(c1)SC1C=CC(OCCOC)=CC1N2,C1=CC2Nc3ccccc3SC2C=C1,C1=CC2Nc3ccccc3SC2C=C1,train
D3R_012075,COCCOCCOc1ccc2c(c1)SC1C=CC(OCCOC)=CC1S2,C1=CC2Sc3ccccc3SC2C=C1,C1=CC2Sc3ccccc3SC2C=C1,train
D3R_012076,COCCOCCOc1ccc2c(c1)SC1C=CC(c3ccccc3)=CC1N2,C1=CC2Sc3ccccc3NC2C=C1c1ccccc1,C1=CC2Sc3ccccc3NC2C=C1c1ccccc1,train
D3R_012077,COCCOCCOc1ccc2c(c1)SC1C=CC(c3ccccc3)=CC1S2,C1=CC2Sc3ccccc3SC2C=C1c1ccccc1,C1=CC2Sc3ccccc3SC2C=C1c1ccccc1,train
D3R_012078,COCCOCCOc1ccc2nc3c(-c4ccccc4)cccc3nc2c1,c1ccc(-c2cccc3nc4ccccc4nc23)cc1,c1ccc(-c2cccc3nc4ccccc4nc23)cc1,train
D3R_012079,COCCOCCOc1ccc2nc3c(C)cccc3nc2c1,c1ccc2nc3ccccc3nc2c1,c1ccc2nc3ccccc3nc2c1,train
D3R_012080,COCCOCCOc1ccc2nc3c(CC(F)(F)F)cccc3nc2c1,c1ccc2nc3ccccc3nc2c1,c1ccc2nc3ccccc3nc2c1,train
D3R_012081,COCCOCCOc1ccc2nc3c(N(c4ccc(C(F)(F)F)cc4)c4ccc(C(F)(F)F)cc4)cccc3nc2c1,c1ccc(N(c2ccccc2)c2cccc3nc4ccccc4nc23)cc1,c1ccc(N(c2ccccc2)c2cccc3nc4ccccc4nc23)cc1,train
D3R_012082,COCCOCCOc1ccc2nc3c(N(c4ccc(C(F)(F)F)cc4COC)c4ccc(C(F)(F)F)cc4COC)cccc3nc2c1,c1ccc(N(c2ccccc2)c2cccc3nc4ccccc4nc23)cc1,c1ccc(N(c2ccccc2)c2cccc3nc4ccccc4nc23)cc1,train
D3R_012083,COCCOCCOc1ccc2nc3c(N(c4ccc(OC)cc4)c4ccc(OC)cc4)cccc3nc2c1,c1ccc(N(c2ccccc2)c2cccc3nc4ccccc4nc23)cc1,c1ccc(N(c2ccccc2)c2cccc3nc4ccccc4nc23)cc1,train
D3R_012084,COCCOCCOc1ccc2nc3c(N(c4ccc(OC)cc4C)c4ccc(OC)cc4C)cccc3nc2c1,c1ccc(N(c2ccccc2)c2cccc3nc4ccccc4nc23)cc1,c1ccc(N(c2ccccc2)c2cccc3nc4ccccc4nc23)cc1,train
D3R_012085,COCCOCCOc1ccc2nc3c(N(c4ccc(OC)cc4COC)c4ccc(OC)cc4COC)cccc3nc2c1,c1ccc(N(c2ccccc2)c2cccc3nc4ccccc4nc23)cc1,c1ccc(N(c2ccccc2)c2cccc3nc4ccccc4nc23)cc1,train
D3R_012086,COCCOCCOc1ccc2nc3c(N(c4ccccc4)c4ccccc4)cccc3nc2c1,c1ccc(N(c2ccccc2)c2cccc3nc4ccccc4nc23)cc1,c1ccc(N(c2ccccc2)c2cccc3nc4ccccc4nc23)cc1,train
D3R_012087,COCCOCCOc1ccc2nc3c(N(c4ccccc4C)c4ccccc4C)cccc3nc2c1,c1ccc(N(c2ccccc2)c2cccc3nc4ccccc4nc23)cc1,c1ccc(N(c2ccccc2)c2cccc3nc4ccccc4nc23)cc1,train
D3R_012088,COCCOCCOc1ccc2nc3c(N)cccc3nc2c1,c1ccc2nc3ccccc3nc2c1,c1ccc2nc3ccccc3nc2c1,train
D3R_012089,COCCOCCOc1ccc2nc3c(NC(C)=O)cccc3nc2c1,c1ccc2nc3ccccc3nc2c1,c1ccc2nc3ccccc3nc2c1,train
D3R_012090,COCCOCCOc1ccc2nc3c(O)cccc3nc2c1,c1ccc2nc3ccccc3nc2c1,c1ccc2nc3ccccc3nc2c1,train
D3R_012091,COCCOCCOc1ccc2nc3c(OC)cccc3nc2c1,c1ccc2nc3ccccc3nc2c1,c1ccc2nc3ccccc3nc2c1,train
D3R_012092,COCCOCCOc1ccc2nc3c(OCCOC)cccc3nc2c1,c1ccc2nc3ccccc3nc2c1,c1ccc2nc3ccccc3nc2c1,train
D3R_012093,COCCOCCOc1ccc2nc3c(OCCOCCOC)cccc3nc2c1,c1ccc2nc3ccccc3nc2c1,c1ccc2nc3ccccc3nc2c1,train
D3R_012094,COCCOCCOc1cccc(C(=O)c2cccc(-c3ccccc3)c2)c1,O=C(c1ccccc1)c1cccc(-c2ccccc2)c1,O=C(c1ccccc1)c1cccc(-c2ccccc2)c1,train
D3R_012095,COCCOCCOc1cccc(C(=O)c2cccc(C)c2)c1,O=C(c1ccccc1)c1ccccc1,O=C(c1ccccc1)c1ccccc1,train
D3R_012096,COCCOCCOc1cccc(C(=O)c2cccc(CC(F)(F)F)c2)c1,O=C(c1ccccc1)c1ccccc1,O=C(c1ccccc1)c1ccccc1,train
D3R_012097,COCCOCCOc1cccc(C(=O)c2cccc(N(c3ccc(C(F)(F)F)cc3)c3ccc(C(F)(F)F)cc3)c2)c1,O=C(c1ccccc1)c1cccc(N(c2ccccc2)c2ccccc2)c1,O=C(c1ccccc1)c1cccc(N(c2ccccc2)c2ccccc2)c1,train
D3R_012098,COCCOCCOc1cccc(C(=O)c2cccc(N(c3ccc(C(F)(F)F)cc3COC)c3ccc(C(F)(F)F)cc3COC)c2)c1,O=C(c1ccccc1)c1cccc(N(c2ccccc2)c2ccccc2)c1,O=C(c1ccccc1)c1cccc(N(c2ccccc2)c2ccccc2)c1,train
D3R_012099,COCCOCCOc1cccc(C(=O)c2cccc(N(c3ccc(OC)cc3)c3ccc(OC)cc3)c2)c1,O=C(c1ccccc1)c1cccc(N(c2ccccc2)c2ccccc2)c1,O=C(c1ccccc1)c1cccc(N(c2ccccc2)c2ccccc2)c1,train
D3R_012100,COCCOCCOc1cccc(C(=O)c2cccc(N(c3ccc(OC)cc3C)c3ccc(OC)cc3C)c2)c1,O=C(c1ccccc1)c1cccc(N(c2ccccc2)c2ccccc2)c1,O=C(c1ccccc1)c1cccc(N(c2ccccc2)c2ccccc2)c1,train
D3R_012101,COCCOCCOc1cccc(C(=O)c2cccc(N(c3ccc(OC)cc3COC)c3ccc(OC)cc3COC)c2)c1,O=C(c1ccccc1)c1cccc(N(c2ccccc2)c2ccccc2)c1,O=C(c1ccccc1)c1cccc(N(c2ccccc2)c2ccccc2)c1,train
D3R_012102,COCCOCCOc1cccc(C(=O)c2cccc(N(c3ccccc3)c3ccccc3)c2)c1,O=C(c1ccccc1)c1cccc(N(c2ccccc2)c2ccccc2)c1,O=C(c1ccccc1)c1cccc(N(c2ccccc2)c2ccccc2)c1,train
D3R_012103,COCCOCCOc1cccc(C(=O)c2cccc(N(c3ccccc3COC)c3ccccc3COC)c2)c1,O=C(c1ccccc1)c1cccc(N(c2ccccc2)c2ccccc2)c1,O=C(c1ccccc1)c1cccc(N(c2ccccc2)c2ccccc2)c1,train
D3R_012104,COCCOCCOc1cccc(C(=O)c2cccc(N)c2)c1,O=C(c1ccccc1)c1ccccc1,O=C(c1ccccc1)c1ccccc1,train
D3R_012105,COCCOCCOc1cccc(C(=O)c2cccc(NC(C)=O)c2)c1,O=C(c1ccccc1)c1ccccc1,O=C(c1ccccc1)c1ccccc1,train
D3R_012106,COCCOCCOc1cccc(C(=O)c2cccc(OC)c2)c1,O=C(c1ccccc1)c1ccccc1,O=C(c1ccccc1)c1ccccc1,train
D3R_012107,COCCOCCOc1cccc(C(=O)c2cccc(OCCOC)c2)c1,O=C(c1ccccc1)c1ccccc1,O=C(c1ccccc1)c1ccccc1,train
D3R_012108,COCCOCCOc1cccc(C(=O)c2cccc(OCCOCCOC)c2)c1,O=C(c1ccccc1)c1ccccc1,O=C(c1ccccc1)c1ccccc1,train
D3R_012109,COCCOCCOc1cccc2nc3cc(-c4ccccc4)ccc3nc12,c1ccc(-c2ccc3nc4ccccc4nc3c2)cc1,c1ccc(-c2ccc3nc4ccccc4nc3c2)cc1,train
D3R_012110,COCCOCCOc1cccc2nc3cc(C)ccc3nc12,c1ccc2nc3ccccc3nc2c1,c1ccc2nc3ccccc3nc2c1,train
D3R_012111,COCCOCCOc1cccc2nc3cc(CC(F)(F)F)ccc3nc12,c1ccc2nc3ccccc3nc2c1,c1ccc2nc3ccccc3nc2c1,train
D3R_012112,COCCOCCOc1cccc2nc3cc(N(c4ccc(OC)cc4)c4ccc(OC)cc4)ccc3nc12,c1ccc(N(c2ccccc2)c2ccc3nc4ccccc4nc3c2)cc1,c1ccc(N(c2ccccc2)c2ccc3nc4ccccc4nc3c2)cc1,train
D3R_012113,COCCOCCOc1cccc2nc3cc(N(c4ccccc4)c4ccccc4)ccc3nc12,c1ccc(N(c2ccccc2)c2ccc3nc4ccccc4nc3c2)cc1,c1ccc(N(c2ccccc2)c2ccc3nc4ccccc4nc3c2)cc1,train
D3R_012114,COCCOCCOc1cccc2nc3cc(N(c4ccccc4C)c4ccccc4C)ccc3nc12,c1ccc(N(c2ccccc2)c2ccc3nc4ccccc4nc3c2)cc1,c1ccc(N(c2ccccc2)c2ccc3nc4ccccc4nc3c2)cc1,train
D3R_012115,COCCOCCOc1cccc2nc3cc(N(c4ccccc4COC)c4ccccc4COC)ccc3nc12,c1ccc(N(c2ccccc2)c2ccc3nc4ccccc4nc3c2)cc1,c1ccc(N(c2ccccc2)c2ccc3nc4ccccc4nc3c2)cc1,train
D3R_012116,COCCOCCOc1cccc2nc3cc(N)ccc3nc12,c1ccc2nc3ccccc3nc2c1,c1ccc2nc3ccccc3nc2c1,train
D3R_012117,COCCOCCOc1cccc2nc3cc(NC(C)=O)ccc3nc12,c1ccc2nc3ccccc3nc2c1,c1ccc2nc3ccccc3nc2c1,train
D3R_012118,COCCOCCOc1cccc2nc3cc(O)ccc3nc12,c1ccc2nc3ccccc3nc2c1,c1ccc2nc3ccccc3nc2c1,train
D3R_012119,COCCOCCOc1cccc2nc3cc(OC)ccc3nc12,c1ccc2nc3ccccc3nc2c1,c1ccc2nc3ccccc3nc2c1,train
D3R_012120,COCCOCCOc1cccc2nc3cc(OCCOC)ccc3nc12,c1ccc2nc3ccccc3nc2c1,c1ccc2nc3ccccc3nc2c1,train
D3R_012121,COCCOCCSc1cccc(C)c1N,c1ccccc1,c1ccccc1,train
D3R_012122,COCCOCCSc1nc2c(cc1C#N)CCCC2,c1cnc2c(c1)CCCC2,c1cnc2c(c1)CCCC2,train
D3R_012123,COCCOCCn1cc(I)c(=O)[nH]c1=O,O=c1cc[nH]c(=O)[nH]1,O=c1cc[nH]c(=O)[nH]1,train
D3R_012124,COCCOC[C@@H]1CCN(C(=O)N[C@H](C)c2ccc(Cl)s2)C1,O=C(NCc1cccs1)N1CCCC1,O=C(NCc1cccs1)N1CCCC1,train
D3R_012125,COCCOC[C@@H]1CCN(c2ccc3cc(C#N)ccc3n2)C1,c1ccc2nc(N3CCCC3)ccc2c1,c1ccc2nc(N3CCCC3)ccc2c1,train
D3R_012126,COCCO[C@@H](C)C(=O)/N=c1\sccn1Cc1ccccc1F,N=c1sccn1Cc1ccccc1,N=c1sccn1Cc1ccccc1,train
D3R_012127,COCCO[C@@H](C)C(=O)NCc1cccnc1,c1ccncc1,c1ccncc1,train
D3R_012128,COCCO[C@@H](C)C(=O)Nc1c(F)cccc1Br,c1ccccc1,c1ccccc1,train
D3R_012129,COCCOc1c2c(c(-c3ccccc3)c3c1C1CCC3C1)C1CCC2C1,c1ccc(-c2c3c(cc4c2C2CCC4C2)C2CCC3C2)cc1,c1ccc(-c2c3c(cc4c2C2CCC4C2)C2CCC3C2)cc1,train
D3R_012130,COCCOc1c2c(c(C)c3c1C1CCC3C1)C1CCC2C1,c1c2c(cc3c1C1CCC3C1)C1CCC2C1,c1c2c(cc3c1C1CCC3C1)C1CCC2C1,train
D3R_012131,COCCOc1c2c(c(CC(F)(F)F)c3c1C1CCC3C1)C1CCC2C1,c1c2c(cc3c1C1CCC3C1)C1CCC2C1,c1c2c(cc3c1C1CCC3C1)C1CCC2C1,train
D3R_012132,COCCOc1c2c(c(N(c3ccc(C(F)(F)F)cc3)c3ccc(C(F)(F)F)cc3)c3c1C1CCC3C1)C1CCC2C1,c1ccc(N(c2ccccc2)c2c3c(cc4c2C2CCC4C2)C2CCC3C2)cc1,c1ccc(N(c2ccccc2)c2c3c(cc4c2C2CCC4C2)C2CCC3C2)cc1,train
D3R_012133,COCCOc1c2c(c(N(c3ccc(C(F)(F)F)cc3COC)c3ccc(C(F)(F)F)cc3COC)c3c1C1CCC3C1)C1CCC2C1,c1ccc(N(c2ccccc2)c2c3c(cc4c2C2CCC4C2)C2CCC3C2)cc1,c1ccc(N(c2ccccc2)c2c3c(cc4c2C2CCC4C2)C2CCC3C2)cc1,train
D3R_012134,COCCOc1c2c(c(N(c3ccc(OC)cc3)c3ccc(OC)cc3)c3c1C1CCC3C1)C1CCC2C1,c1ccc(N(c2ccccc2)c2c3c(cc4c2C2CCC4C2)C2CCC3C2)cc1,c1ccc(N(c2ccccc2)c2c3c(cc4c2C2CCC4C2)C2CCC3C2)cc1,train
D3R_012135,COCCOc1c2c(c(N(c3ccc(OC)cc3C)c3ccc(OC)cc3C)c3c1C1CCC3C1)C1CCC2C1,c1ccc(N(c2ccccc2)c2c3c(cc4c2C2CCC4C2)C2CCC3C2)cc1,c1ccc(N(c2ccccc2)c2c3c(cc4c2C2CCC4C2)C2CCC3C2)cc1,train
D3R_012136,COCCOc1c2c(c(N(c3ccc(OC)cc3COC)c3ccc(OC)cc3COC)c3c1C1CCC3C1)C1CCC2C1,c1ccc(N(c2ccccc2)c2c3c(cc4c2C2CCC4C2)C2CCC3C2)cc1,c1ccc(N(c2ccccc2)c2c3c(cc4c2C2CCC4C2)C2CCC3C2)cc1,train
D3R_012137,COCCOc1c2c(c(N(c3ccccc3)c3ccccc3)c3c1C1CCC3C1)C1CCC2C1,c1ccc(N(c2ccccc2)c2c3c(cc4c2C2CCC4C2)C2CCC3C2)cc1,c1ccc(N(c2ccccc2)c2c3c(cc4c2C2CCC4C2)C2CCC3C2)cc1,train
D3R_012138,COCCOc1c2c(c(N(c3ccccc3C)c3ccccc3C)c3c1C1CCC3C1)C1CCC2C1,c1ccc(N(c2ccccc2)c2c3c(cc4c2C2CCC4C2)C2CCC3C2)cc1,c1ccc(N(c2ccccc2)c2c3c(cc4c2C2CCC4C2)C2CCC3C2)cc1,train
D3R_012139,COCCOc1c2c(c(N(c3ccccc3COC)c3ccccc3COC)c3c1C1CCC3C1)C1CCC2C1,c1ccc(N(c2ccccc2)c2c3c(cc4c2C2CCC4C2)C2CCC3C2)cc1,c1ccc(N(c2ccccc2)c2c3c(cc4c2C2CCC4C2)C2CCC3C2)cc1,train
D3R_012140,COCCOc1c2c(c(N)c3c1C1CCC3C1)C1CCC2C1,c1c2c(cc3c1C1CCC3C1)C1CCC2C1,c1c2c(cc3c1C1CCC3C1)C1CCC2C1,train
D3R_012141,COCCOc1c2c(c(NC(C)=O)c3c1C1CCC3C1)C1CCC2C1,c1c2c(cc3c1C1CCC3C1)C1CCC2C1,c1c2c(cc3c1C1CCC3C1)C1CCC2C1,train
D3R_012142,COCCOc1c2c(c(O)c3c1C1CCC3C1)C1CCC2C1,c1c2c(cc3c1C1CCC3C1)C1CCC2C1,c1c2c(cc3c1C1CCC3C1)C1CCC2C1,train
D3R_012143,COCCOc1c2c(c(OC)c3c1C1CCC3C1)C1CCC2C1,c1c2c(cc3c1C1CCC3C1)C1CCC2C1,c1c2c(cc3c1C1CCC3C1)C1CCC2C1,train
D3R_012144,COCCOc1c2c(c(OCCOC)c3c1C1CCC3C1)C1CCC2C1,c1c2c(cc3c1C1CCC3C1)C1CCC2C1,c1c2c(cc3c1C1CCC3C1)C1CCC2C1,train
D3R_012145,COCCOc1cc(C(C)(C)C)c(-c2ccccc2)cc1C(C)(C)C,c1ccc(-c2ccccc2)cc1,c1ccc(-c2ccccc2)cc1,train
D3R_012146,COCCOc1cc(C(C)(C)C)c(C)cc1C(C)(C)C,c1ccccc1,c1ccccc1,train
D3R_012147,COCCOc1cc(C(C)(C)C)c(CC(F)(F)F)cc1C(C)(C)C,c1ccccc1,c1ccccc1,train
D3R_012148,COCCOc1cc(C(C)(C)C)c(N(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)cc1C(C)(C)C,c1ccc(N(c2ccccc2)c2ccccc2)cc1,c1ccc(N(c2ccccc2)c2ccccc2)cc1,train
D3R_012149,COCCOc1cc(C(C)(C)C)c(N(c2ccc(C(F)(F)F)cc2COC)c2ccc(C(F)(F)F)cc2COC)cc1C(C)(C)C,c1ccc(N(c2ccccc2)c2ccccc2)cc1,c1ccc(N(c2ccccc2)c2ccccc2)cc1,train
D3R_012150,COCCOc1cc(C(C)(C)C)c(N(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1C(C)(C)C,c1ccc(N(c2ccccc2)c2ccccc2)cc1,c1ccc(N(c2ccccc2)c2ccccc2)cc1,train
D3R_012151,COCCOc1cc(C(C)(C)C)c(N(c2ccc(OC)cc2C)c2ccc(OC)cc2C)cc1C(C)(C)C,c1ccc(N(c2ccccc2)c2ccccc2)cc1,c1ccc(N(c2ccccc2)c2ccccc2)cc1,train
D3R_012152,COCCOc1cc(C(C)(C)C)c(N(c2ccc(OC)cc2COC)c2ccc(OC)cc2COC)cc1C(C)(C)C,c1ccc(N(c2ccccc2)c2ccccc2)cc1,c1ccc(N(c2ccccc2)c2ccccc2)cc1,train
D3R_012153,COCCOc1cc(C(C)(C)C)c(N(c2ccccc2)c2ccccc2)cc1C(C)(C)C,c1ccc(N(c2ccccc2)c2ccccc2)cc1,c1ccc(N(c2ccccc2)c2ccccc2)cc1,train
D3R_012154,COCCOc1cc(C(C)(C)C)c(N(c2ccccc2C)c2ccccc2C)cc1C(C)(C)C,c1ccc(N(c2ccccc2)c2ccccc2)cc1,c1ccc(N(c2ccccc2)c2ccccc2)cc1,train
D3R_012155,COCCOc1cc(C(C)(C)C)c(N(c2ccccc2COC)c2ccccc2COC)cc1C(C)(C)C,c1ccc(N(c2ccccc2)c2ccccc2)cc1,c1ccc(N(c2ccccc2)c2ccccc2)cc1,train
D3R_012156,COCCOc1cc(C(C)(C)C)c(N)cc1C(C)(C)C,c1ccccc1,c1ccccc1,train
D3R_012157,COCCOc1cc(C(C)(C)C)c(NC(C)=O)cc1C(C)(C)C,c1ccccc1,c1ccccc1,train
D3R_012158,COCCOc1cc(C(C)(C)C)c(O)cc1C(C)(C)C,c1ccccc1,c1ccccc1,train
D3R_012159,COCCOc1cc(C(C)(C)C)c(OC)cc1C(C)(C)C,c1ccccc1,c1ccccc1,train
D3R_012160,COCCOc1cc(C(C)(C)C)c(OCCOC)cc1C(C)(C)C,c1ccccc1,c1ccccc1,train
D3R_012161,COCCOc1cc(C)ccc1NC(=O)c1ccc2cc[nH]c2c1,O=C(Nc1ccccc1)c1ccc2cc[nH]c2c1,O=C(Nc1ccccc1)c1ccc2cc[nH]c2c1,train
D3R_012162,COCCOc1cc(C)ccc1NS(=O)(=O)c1ccc(Cl)cc1,O=S(=O)(Nc1ccccc1)c1ccccc1,O=S(=O)(Nc1ccccc1)c1ccccc1,train
D3R_012163,COCCOc1ccc(-c2ccc(-c3ccccc3)cc2)cc1,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,train
D3R_012164,COCCOc1ccc(-c2ccc(C)cc2)cc1,c1ccc(-c2ccccc2)cc1,c1ccc(-c2ccccc2)cc1,train
D3R_012165,COCCOc1ccc(-c2ccc(CC(F)(F)F)cc2)cc1,c1ccc(-c2ccccc2)cc1,c1ccc(-c2ccccc2)cc1,train
D3R_012166,COCCOc1ccc(-c2ccc(N(c3ccc(C(F)(F)F)cc3)c3ccc(C(F)(F)F)cc3)cc2)cc1,c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,train
D3R_012167,COCCOc1ccc(-c2ccc(N(c3ccc(C(F)(F)F)cc3COC)c3ccc(C(F)(F)F)cc3COC)cc2)cc1,c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,train
D3R_012168,COCCOc1ccc(-c2ccc(N(c3ccc(OC)cc3)c3ccc(OC)cc3)cc2)cc1,c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,train
